source_type,source_id,parent_id,source_guid,Name,SEName,Description,Summary,SETitle,SEDescription,SEKeywords,DisplayOrder,Published
section,7,94,8F961ED5-7253-48C9-9744-9FFCDAED3C1C,Basketball,basketball,"<div class=""category-description std"">
Every basketball season, TrophyPartner.com provides basketball
trophies to basketball teams across the country. We offer a huge selection of basketball trophies for both boys and girls, including participation
trophies, bobble heads, resin trophies, and acrylic trophies and large
tournament trophies. <br />
<br />
Want a change from traditional basketball trophies? Try basketball medals,
dog tags, basketball plaques, orpicture frames for your team.  Need
ideas?  Our customer service team is here to help via email or
live chat!
<br />
<br />
All of our basketball awards include free personalization in the price.  We
offer many items on our 3 day TurboPartner service if you need awards right away.  With our
fast production time, large selection, and great prices, basketball awards from
TrophyPartner.com are #1!</div>",,Basketball Trophies | Kids Basketball Trophies | Awards for Basketball,"Basketball Trophies, Basketball Awards, and more more. Unique Basketball Trophies for kids and adults. Free shipping, free personalization, and rush service.","Basketball Trophies, Kids Basketball Trophies, Awards for Basketball",1,1
section,9,94,AEE13947-9D40-4723-B294-C839E8760F54,Bowling,bowling,"<div class=""category-description std"">Whether celebrating bowling
accomplishments as an individual, a team or a league, with a bowling
trophy from TrophyPartner.com, you're sure to score a strike! All of our
awards include free personalization and many are included in our TurboPartner program which can deliver your order in 3 business days.<br />
<br />
We offer a wide selection of unique bowling trophies,
resin awards, and medals to bowlers across the USA. We also offer
bowling participation trophies, great for bowling birthday party favors
and teambuilding events for both winners and losers. We sure to checkout our funny bowling trophies for the gutterballers in your group. The odds of bowling a perfect game are low,
but the odds of scoring the perfect bowling trophy are high with a
quality trophy from TrophPartner.com.
<br />
<br />
Trust us to be your source for bowling trophies and awards &ndash; let the good times roll!<br />
</div>",,Bowling Trophies | Funny Bowling Trophies | Awards for Bowling,"Bowling Trophies, Bowling Awards, & more for winners and funny bowling trophies for losers.  Free shipping, free personalization, and rush service.","Bowling Trophies, Funny Bowling Trophies, Awards for Bowling",1,1
section,10,94,427336BA-CFFD-4D7E-A819-97A14CB9CAC4,Cheerleading,cheerleading,"<div class=""category-description std"">
Celebrate the hard work and dedication of your cheer squad now with cheerleading trophies from TrophyPartner.com.<br />
<br />
All of our cheer awards include free personalization of up to 60 characters in the
price of the award.&nbsp; With our fast production time and many items available on our 3 day TurboPartner service, your awards will arrive in time for your
event.
<br />
<br />
No matter your budget, we have a wide range of unique cheerleading
trophies for your special cheerleader.  We offer cheer participation
trophies, cheer medals, dog tags, cheer plaques, resin cheer awards,
cheer competition trophies, cheer picture frames and much more.  Browse the cheerleading
section of our website to see our huge selection.
<br />
<br />
Recognize your cheerleaders for their team spirit, leadership, and enthusiasm with cheer trophies.&nbsp;</div>",,Cheerleading Trophies | Kids Cheer Trophies | Awards for Cheerleaders,"Cheerleading Trophies, Cheer Awards, and much more.  Unique cheer trophies for kids and youth. Free shipping, free personalization, and rush service.","Cheerleading Trophies, Kids Cheer Trophies, Awards for Cheerleaders",1,1
section,11,94,510910D2-ACCC-4860-A330-C0A10D97E788,Coach Gifts,coach-gifts,,,Coach Gifts | Coaches Awards | Gifts for Coaches,"Unique Coach Gifts & Awrds including whistles, plaques, mugs, trophies & more.  Free shipping & personalization.","Coach Gifts, Coaches Awards, Gifts for Coaches",1,1
section,12,95,AC146044-EC20-419F-B8D6-7689B15DABD8,Chili/BBQ/Cooking  ,chilibbqcooking,"<div class=""category-description std"">Congratulate the best chef of your next cook-off with a
Chili Trophy.   We offer one of the largest selection of chili cookoff awards
anywhere in the country.
<br />
<br />
We also carry an extensive line of other cooking trophies for bbq, grilling competitions, or other cooking events. With free personalization, quantity discounts and quick production
time, TrophyPartner.com makes ordering cooking competition trophies easy. You
can trust that our awards and personalization quality will look extraordinary,
giving your cook off awards the impressive 'wow' factor you are
searching for!
<br />
<br />
At TrophyPartner.com, we offer high-quality chef trophies in every
price range. With a huge selection of styles available, we have the
perfect chef award for your event, regardless of your budget. We offer
perpetual chili cook-off awards, cookoff resin awards, including resin
chili pots, top chef trophies, chili cook off ribbons; bbq trophies, grilling trophies and judge awards
such as ribbons, pins and medals.
<br />
<br />
Browse our Chili, BBQ, and cooking section now to find cook-off awards you, your
judges and your participants will be proud to win and display!
</div>",,Chili Cook Off Trophies | BBQ Trophies | Chef Trophies | Cooking Trophies,"Cooking Trophies for Chef, Chili Cook-Off, BBQ, & Grilling Competitions. Free shipping & personalization.  Unique Cooking Trophies for any event.","Chili Cook Off Trophies, BBQ Trophies, Chef Trophies, Cooking Trophies",1,1
section,13,95,2E94E76A-7431-4108-8A5D-D3206A25AA99,Corporate,corporate,,,,,,1,0
section,15,95,0E915509-80F9-4032-85C6-2CB3364C41FB,Dance,dance,,,Dance Trophies | Ballet Trophies | Ballroom Dance Trophies,"Unique Dance Trophies, Ballet Trophies, Jazz, and Ballroom Dance Trophies.  Free shipping & personalization.  Rush service.","Dance Trophies, Ballet Trophies, Ballroom Dance Trophies",1,1
section,16,94,038A7651-F479-47E9-AEEA-0F3A63378017,Fantasy Football,fantasy-football,"Fantasy Football Trophies to recognize both winners and
losers.&nbsp; At TrophyPartner.com, we offer the largest and most unique selection of Fantasy Football Awards in the country.&nbsp; It's one of our specialties.&nbsp; We offer awards to fit every budget and style including a host of perpetual awards; many that can fit
winners for 18-24 years.<br />
<br />
Don't forget to recognize the losers too. Our wide selection of loser
trophies are sure to bring a smile to their faces despite their tough
season.<br />
<br />
All of our trophies include free personalization on the front; and
<a title=""perpetual side plates"" target=""_self"" href=""http://www.trophypartner.com/p-881-custom-name-plates-trophy-plates.aspx"">perpetual side plates</a> are available at an additional cost.",,Fantasy Football Trophies | Awards for Fantasy Football,"Fantasy Football Trophies, Fantasy Football Perpetual Awards, Toilet Bowl Trophies and more.  Free shipping and personalization.  Unique Fantasy Football Trophies for winners & losers.","Fantasy Football Trophies,  Fantasy Football Awards, Fantasy Football Perpetual Trophies",1,1
section,17,94,201FF6D1-8824-4369-B621-05F6D575A857,Football,football,"<div class=""category-description std"">Score a Touchdown with football trophies and awards from TrophyPartner.com.<br />
<br />
Every fall, TrophyPartner.com provides youth football awards to
teams across the country! We offer a huge selection of football
trophies, including pee wee trophies, bobble
heads, resin football trophies, acrylic trophies and large football
tournament trophies. <br />
<br />
Want a change from traditional trophies? Try football medals, dog
tags, football plaques, or key chains for your team. Need ideas? Our
customer service team is here to help via email or live chat!
<br />
<br />
Looking for a gift for your coach or team mom?&nbsp; A picture plaque with a team photo, personalized whistle or coffee mug make great gifts for your hardworking coach.
<br />
<br />
All of our football trophies include free personalization. We offer our TurboPartner service on many awards to deliver in as fast as 3 business days. With our fast
production time, large selection, and great prices, ordering football awards from
TrophyPartner.com is quick and easy!
</div>",,Football Trophies | Kids Football Trophies | Awards for Football,"Football Trophies, Football Awards, and much more.  Unique Football Trophies for kids and adults. Free personalization, free shipping, and rush service.","Football Trophies, Kids Football Trophies, Football Awards, Football Trophy, Awards for Football",1,1
section,18,94,26A5FD75-EF2F-488F-B46A-374A52D3A861,Golf,golf,"Congratulate the winner of your next golf tournament with one of our beautiful golf trophies! And don't forget the loser too.&nbsp; <br />
<br />
At TrophyPartner.com we make ordering golf trophies quick and easy with free personalization, quantity discounts, and fast production
time. Select from resins, crystals, acrylic, trophy cups, medals, or even make our own.&nbsp; You
can trust that our quality and expert personalization will look outstanding,
giving your golf awards the impressive 'wow' factor you are looking for!
<br />
<br />
You can find the perfect golf award for your
tournament winner, regardless of your budget.  With a huge selection of
designs and options, we have a golf trophy for any possible
award category, including low gross, low net, longest drive award, longest putt, closest to the pin, and hole in one. We also offer a complete selection of golf trophies for the duffers in your group.&nbsp; These funny golf awards will bring a smile to anyone's face.
<br />
<br />
No matter how many times they&rsquo;ve won, all golfers appreciate
recognition for a well-played round!  Shop our Golf Awards now to see
our amazing selection!",,Golf Trophies | Golf Tournament Awards | Funny Golf Trophies,Golf Trophies & Golf Tournament Awards including funny golf gag trophies. Unique Golf Trophies for any event. Free shipping & personalization.,"Golf Trophies, Golf Tournament Awards, Funny Golf Trophies, Golf Awards, Awards for Golf, Golf Trophy",1,1
section,19,94,5D0612AF-55C1-4A0D-A86A-9467E5FC005F,Gymnastics,gymnastics,,,Gymnastics Trophies | Awards for Gymnastics,"Gymnastic Trophies, Gymnastic Awards, and much more. Unique gymnastics trophies your athletes will love. Free shipping & personalization.","Gymnastic Trophies, Awards for Gymnastics",1,1
section,20,94,77084A73-5F0E-4725-B762-2C3E1178ABCC,Hockey,hockey,"<div class=""category-description std"">
Each hockey season, TrophyPartner.com provides youth hockey
awards to hundreds of teams across the United States and Canada. We offer a large selection of
hockey trophies, including junior hockey trophies, bobble heads, resin
trophies, and hockey coach gifts.
<br />
<br />
Want a change from traditional trophies? Try custom hockey medals, dog
tags, picture frames, or hockey plaques for your team. Need ideas? Our
friendly customer service team is here to help via email or live
chat.
<br />
<br />
All of our hockey trophies include free personalization up to 60 characters. We offer many of our hockey awards on our TurboPartner Service so you can get your awards in as quickly as 3 business days. With our fast
production time, large selection, and great prices, hockey awards from
TrophyPartner.com are our hat trick!		    </div>",,Hockey Trophies | Ice Hockey Trophies | Awards for Hockey,"Hockey Trophies & Ice Hockey Awards. Unique Hockey Trophies for kids and adults. Free personalization, free shipping, and rush service.","Hockey Trophies, Ice Hockey Trophies, Awards for Hockey",1,1
section,21,95,D371E746-F135-4098-A14E-D7AF51D8B692,Humor/Funny,humorfunny,"TrophyPartner.com is your source for funny gag trophies.&nbsp; These trophies are perfect for anyone with a sense of humor and sure to bring a smile to the recipient's face.&nbsp; We carry joke awards for both businesses and sports.&nbsp; Choose from toilets, bobble heads, horse's rears, golden plungers, and much much more.&nbsp; <br />
<br />
Humor trophies are one of our specialties and we are always adding new items.&nbsp; Use these awards to recognize a truly poor performance, last place, or something that went terribly wrong.&nbsp; We carry funny trophies, plaques, t-shirts, and perpetual trophies.<br />
<br />
Start browsing our large selection now.",,Funny Trophies | Joke Trophies | Gag Awards  | Humorous Trophies,"Unique Funny, Joke, and Humorous Gag Trophies including toilet, last place, horse's rear, turkey and many more awards.  Free shipping & personalization.  Rush service.  Easy to order.","Funny Trophies, Joke Trophies, Gag Awards, Humorous Trophies",1,1
section,23,94,7B9BF050-1FB0-4C3A-BF83-0B3B2B9A93E3,Lacrosse,lacrosse,"<div class=""category-description std"">
TrophyPartner.com provides unique lacrosse
trophies to lax teams across the country. We offer a huge selection of
lacrosse trophies for both boys and girls, including participation
trophies, bobble heads, resin trophies, trophy cups, and acrylic trophies.<br />
<br />
Want a change from traditional LAX trophies? Try lacrosse medals,
dog tags, or lacrosse plaques for your team.  Need
ideas?  Our customer service team is here to help via email or
live chat!
<br />
<br />
All of our lacrosse awards include free personalization. Our 3 day TurboPartner Service can deliver your awards in a hurry.  With our
fast production time, large selection, and great prices, LAX awards from
TrophyPartner.com are #1!
</div>",,Lacrosse Trophies | Awards for LAX | Youth Lacrosse Trophies ,Lacrosse Trophies and Awards for LAX.  Unique lacrosse trophies for kids and adults.  Free shipping & personalization. Rush service.,"Lacrosse Trophies, Youth Lacrosse Trophies, Awards for Lacrosse. LAX Awards, Awards for LAX",1,1
section,24,94,D7EC4041-8D0C-410F-A151-6EBC833E0E93,Martial Arts,martial-arts,"<div class=""category-description std"">
Celebrate the hard work and dedication of your martial arts
students with an award from TrophyPartner.com.  Browse our Martial Arts
Section now to see our entire selection!
We are your one-stop source for outstanding martial arts, mixed martial arts and karate trophies!
<br />
<br />
No matter your budget, we have a wide range of karate, martial
arts, and MMA awards to impress your hardest working students. We offer
participation trophies, karate medals, dog tags, plaques, resin awards,
and much more. <br />
<br />
All of our martial arts awards include personalization up to 60 characters in
the price of the award - it's FREE! Does your dojo or martial arts
studio have a logo that you'd like to include on your awards? Many of our awards have an ""add-a-logo option"" so we can include along with your text.  With our
fast production times and many items available on TurboPartner Service we can deliver your awards in as quickly as three business days.<br />
</div>",,Karate Trophies | Martial Arts Trophies | Awards for Karate,"Karate Trophies, Martial Arts Trophies and awards for Karate.  Unique Karate Awards.  Free shipping & personalization.","Karate Trophies, Martial Arts Trophies, Awards for Karate",1,1
section,28,95,3D51F193-8D74-41A3-813D-8C56AC2C131B,Music,music,,,Music Trophies | Awards for Music | Microphone Trophies,"Music Trophies & Music Awards, including microphone trophies.  Unique music trophies your recipients will love. Free personalization, free shipping, and rush service.","Music Trophies, Awards for Music, Microphone Trophies",1,1
section,31,95,6CB420C4-ED1C-46B6-A129-D357C1D13C6F,Pinewood Derby,pinewood-derby,"<div class=""category-description std"">On your mark...get set...GO! Whether you're a member of
the Boy Scouts of America or part of another recreational group,
TrophyPartner.com has the perfect award for your pinewood derby event.
<br />
<br />
Celebrate the hard work and creative talents of your racers with
unique pinewood derby trophies, medals, resin awards or plaques. We have one the
largest selections of high quality pinewood derby awards in
every budget in the country. It's one of our specialties.
<br />
<br />
We offer quantity discounts for larger orders.&nbsp; All of our pinewood derby awards include free personalization. We offer fast production and delivery. With our 3 day TurboPartner service your awards can arrive quicker than ever. Free
shipping for orders over $250.
<br />
<br />
Shop our Pinewood Derby Category now to find a trophy your racers will love!
</div>",,Pinewood Derby Trophies | Cub Scouts Pinewood Derby Awards ,"Pinewood Derby Trophies for Cub Scouts.  The largest selection of Pinewood Derby Awards, Medals, and Plaques your racers will love.  Free shipping & personalization.","Pinewood Derby Trophies, Cub Scouts Pineward Derby Awards",1,1
section,33,95,465C6944-C52D-4805-830F-6086B8543D9B,Poker,poker,"<div class=""category-description std"">
With our fast production time, large selection, and great prices, poker
awards from TrophyPartner.com are a royal flush!
Are you looking to buy personalized poker trophies for
your next tournament? We carry the highest quality and best
selection of poker awards anywhere!  Browse our Poker Category to see
unique awards you can't find anywhere else like poker gift sets and humidors.<br />
<br />
Every year, TrophyPartner.com makes awards for poker tournaments across
the country. We offer a huge selection of poker trophies, including Texas Hold 'em awards.  In addition to winner trophies we also carry a fun selection of awards for losers and
'first out' trophies.&nbsp;&nbsp; Our customer service
team is here to help via email or live chat.
<br />
<br />
All of our poker trophies include engraving in the price of the
award. We offer many 3 day TurboPartner items so if you need awards right away we can get them to you. <br />
</div>",,Poker Trophies | Texas Hold 'em Trophies | Poker Awards,Unique Poker Trophies & Texas Hold-em Awards for winners and funny Poker Trophies for losers.  Free shipping & personalization.  Rush service.,"Poker Trophies, Texas Hold 'em Trophies, Poker Awards",1,1
section,34,95,748BB179-F60A-4BC9-B205-D88A2247E89A,Pool/Billiards,poolbilliards,,,Pool Trophies | Billiards Trophies,Unique Pool & Billiards Trophies & Awards.  Free shipping & personalization.,"Pool Trophies, Billiards Trophies",1,1
section,35,94,1E1134DC-AF91-45A3-887E-4BE8D6D5A9CD,Racing/Go-Kart/Auto,racinggo-kartauto,"Racing and auto trophies from TrophyPartner.com are a sure winner.&nbsp; We
carry go kart, stock car,&nbsp; muscle car, car show, drag racing, and gas pump
trophies.&nbsp; We have something for every auto or racing event.<br />
<br />
Many of these awards are available on our 3 day TurboPartner service
which means that we can get you awards for your event in a hurry.&nbsp; We
offer free personalization of up to 60 characters per award and free
shipping on orders that total $250 or more.&nbsp; <br />
<br />
Racing trophies and auto awards are available in many types including
racing medals, plaques, trophies, cups, and even champion award belts.&nbsp;
Whether you are buying for a world class racing event or a local
organization we have awards to fit every style and budget.",,Racing Trophies | Go-Kart Trophies | Stock Car Trophies | Auto Trophies,"Unique auto and racing trophies including go-kart, stock car, car show and more for racing clubs and enthusiasts. Free shipping & personalization.","Racing Trophies, Go-Kart Trophies, Stock Car Trophies, Auto Trophies",1,1
section,38,94,B2CC7147-383E-49B9-8299-5E57C7A51E1D,Soccer,soccer,"<div class=""category-description std"">Why buy your soccer trophies from TrophyPartner.com?
<br />
<br />
All of our soccer awards include free personalization with no extra fees!
We offer quantity discounts and fast production time. Need your soccer awards in a hurry?&nbsp; Our innovative 3 day TurboPartner service can get them there quickly without costing an arm and a leg. We also offer free shipping for orders over $250.
<br />
<br />
We have a huge selection of high quality kids soccer trophies
for both boys and girls.  Participation soccer trophies, bobble heads,
soccer medals, soccer plaques and large tournament trophies are all
options in our soccer line. We also carry soccer crystals, acrylic awards, and trophy cups so no matter your taste or style, we have a
customized award for you, within your budget.<br />
<br />
Shop our Soccer Catalog now to find a soccer trophy you, your players, and your parents will be proud to display!
</div>",,Soccer Trophies | Kids Soccer Trophies | Awards for Soccer,"Soccer Trophies, Soccer Awards, & much more.  Unique Soccer Trophies for kids and adults.  Free personalization, free shipping, and rush service.","Soccer Trophies, Kids Soccer Trophies, Awards for Soccer, Soccer Trophy, Soccer Awards",1,1
section,39,94,4BAAF4FF-4F1A-4116-A094-0A37B171180F,Softball,softball,"Why buy softball awards from TrophyPartner.com?
<br />
<br />
All of our softball team awards include free personalization and free shipping with a $250 purchase. We offer fast production times, with many items are available on our TurboPartner 3 day service to deliver your awards in record time. We also offer quantity discounts for larger orders.
We have a huge selection of high quality youth softball trophies
for both boys and girls.  Participation trophies, bobble heads, softball medals, and softball team plaques are all options. No matter your taste or style, we have a customized award
for you, within your budget.
<br />
<br />
Don't forget to reward your team mom and coach.&nbsp; A picture plaque with a team photo or ball holder make excellent gifts.
<br />
<br />
Browse our Softball Awards section now to find the perfect
softball trophies you, your players, and your parents will be proud to
display!",,Softball Trophies | Youth Softball Trophies | Awards for Softball,"Softball Trophies, Awards, & much more.  Unique softball trophies for youth and adults. Free shipping & personalization.","Softball Trophies, Youth Softball Trophies, Softball Awards",1,1
section,40,94,B726D52B-DF61-4A87-AE68-5C1259F3988F,Swimming,swimming,,,Swimming Trophies | Swimming Medals | Swimming Awards,"Swimming trophies, medals, and awards for swim meets and races.  Free shipping and personalization.  Easy to order.  Rush service.","Swimming Trophies, Swimming Medals, Swimming Awards",1,1
section,41,94,E08783B0-9F91-4226-8F7D-3A8FFE40CCB8,Tennis,tennis,"<div class=""category-description std"">
Score an ace with our incredible tennis trophies from TrophyPartner.com.&nbsp; We carry tennis awards that are sure to be a smashing hit
for your team! Check out our large selection of tennis trophies,
medals, resin awards, plaques and crystal awards, perfect for tennis
tournament champions, team captains, or participants.
<br />
<br />
Why order your tennis trophy from TrophyPartner.com? We offer free personalization.  Tight on time? We offer fast 3-day TurboPartner service on many of our items.&nbsp; We also offer free shipping on all
orders more than $250 or low flat rate shipping options for orders below that.  Our awards and personalization quality is second to
none - just read our product reviews or customer testimonials to hear what other customers have
to say. 		    </div>",,Tennis Trophies |Awards for Tennis | Tennis Crystal Trophies,"Tennis Trophies, Awards for Tennis,  & much more.  Free shipping & personalization.  Unique tennis trophies your athletes will love.","Tennis Trophies, Awards for Tennis, Tennis Crystal Trophies",1,1
section,42,94,2A7DDA46-A435-48E3-8FC4-8172DDCB8B7D,Track/Running,track,"TrophyPartner.com has a complete line of track trophies,
including cross country awards, running trophies, marathon and half marathon awards, trophies for 5K and 10K, fun run, mud run, and
all kinds of track &amp; field trophies. Choose from high quality trophies,
medals and plaques to acknowledge the time, hard work and dedication of
the track and field athlete in your life.
<br />
<br />
Know a track and field star that deserves recognition?
Finish first with the perfect trophy for your favorite runner, cross
country team or coach!
<br />
<br />
Why order your running awards from TrophyPartner.com?  All of our
awards include 60 free characters of text right in the price. We can deliver your order within 5-7 business days for most track
awards.  Need your awards even faster?  We offer many awards on our TurboPartner Service which will deliver within 3 days of order.  Best of all, our track trophies
are new and unique so as to impress all of your
event participants!<br />
<br />
Cross the finish line in style by awarding your winners one of our fantastic high quality track awards!",,Track Trophies | Running Awards | Cross Country Trophies,"Track Trophies, Running Awards, Cross Country Trophies, Marathon, Fun Runs and much more. Unique track awards your athletes will love. Free shipping & personalization.","Track Trophies, Running Awards, Cross Country Trophies",1,1
section,43,94,39481439-80BB-4D24-8B1D-107CFFA8F38D,Volleyball,volleyball,"<div class=""category-description std"">
At TrophyPartner.com, we offer high-quality volleyball trophies in
every price range. With a huge selection of styles available, we have
the perfect volleyball award for your season, regardless of your budget.
We offer youth volleyball trophies, resin awards, medals and gifts for
your favorite volleyball coach.
<br />
<br />
Congratulate the winners of your season with one of our volleyball trophies! <br />
<br />
With free personalization, quantity discounts and quick production
time, TrophyPartner.com makes ordering volleyball trophies easy. You can trust
that our awards and personalization quality will look extraordinary, giving
your volleyball awards the impressive factor you are searching
for!
<br />
<br />
Browse our Volleyball section now to find volleyball awards you, your players and your coaches will be proud to display!
</div>",,Volleyball Trophies | Awards for Volleyball | Volleyball Tournament Trophies,"Volleyball Trophies, Awards for Volleyball.  Free shipping & personalization.  Unique volleyball trophies your athletes will love.","Volleyball Trophies, Volleyball Awards, Volleyball Medals, Volleyball Tournament trophies",1,1
section,44,94,B9E30AD9-CC18-48DA-9CA6-AFF028965064,Wrestling,wrestling,"<div class=""category-description std"">
Whether you want one trophy for the championship, or many
trophies for your team or league, we are your source for wrestling
awards!
<br />
<br />
We offer a large assortment of wrestling awards in every price
range, including wrestling trophies, medals, plaques, resin awards, wrestling belts and
more.  Can't find what you are looking for?&nbsp; Let us create a custom wrestling trophy or champion wrestling belt for you.&nbsp; <br />
<br />
Most of our awards include free personalization.
Many of our trophies can be delivered within 3 business days with our TurboPartner service for tight deadlines. <br />
<br />
If you looking for memorable awards for your wrestling
team, you've found the right place.  With our extensive and ever-growing line of wrestling trophies,
we have plenty of choices for the winners of your next wrestling
tournament.&nbsp;</div>",,Wrestling Trophies | Kids Wrestling Trophies | Awards for Wrestling ,"Wrestling Trophies, Wrestling Awards, and much more. Unique Wrestling Trophies for kids and adults. Free personalization, free shipping, and rush service.","Wrestling Trophies, Wrestling Awards, Wrestling Medals, Wrestling Plaques",1,1
section,45,94,673A4711-F980-4482-820C-8938FDD205E6,Archery,archery,,,Archery Trophies | Archery Medals,"Archery Trophies, Medals, & Awards with free shipping & Personalization.  Rush service available.","Archery Trophies, Archery Awards, Archery Medals",1,1
section,47,94,579E3416-116B-4E84-90F7-34E15060B8AC,Boxing,boxing,"TrophyPartner.com carries a wide selection of boxing awards including trophies, champion award belts, trophy cups, plaques and much more.&nbsp; <br />
<br />
We offer free personalization up to 60 characters on all of our awards and free shipping with a $200 purchase.&nbsp; If you need awards in a hurry we offer many items on our TurboPartner Service which can deliver in as fast as 3 days from the date of order. <br />
<br />
Score a knockout at your next event with boxing trophies and awards from TrophyPartner.com.&nbsp;",,Boxing Trophies | Boxer Trophies | Awards for Boxing,"Unique Boxing Trophies, Boxer Trophies, and Awards for boxing.  Unique boxing trophies for youth and adults.  Free shipping & personalization.","Boxing Trophies, Boxer Trophies, Awards for Boxing",1,1
section,48,95,1B27B84E-36F9-4148-9951-D4F5CAA38167,Chess,chess,,,Chess Trophies | Chess Medals,Unique Chess Trophies & Medals.  Free shipping & personalization.,"Chess Trophies, Chess Medals",1,1
section,49,94,B21877D7-889D-4235-862A-082C6D19C604,Cricket ,cricket,,,Cricket Trophies | Cricket Awards,Cricket Trophies with free shipping & personalization.,"Cricket Trophies, Cricket Awards",1,1
section,50,95,05A398F4-9372-4CBD-B0B9-B4E8B3C6F7A3,Darts,darts,,,Darts Trophies | Darts Medals,"Unique Darts Trophies, Medals, & Awards.  Free shipping & personalization.","Darts Trophies, Darts Medals",1,1
section,51,95,C38E0034-0231-4401-93DF-9F367DC4F5AF,Horse,horse,,,Horse Trophies | Equestrain Trophies | Jockey Trophies ,"Horse Trophies and Jockey Trophies featuring Lipizzaner, Stallion, Tennesee Walker, Jockey, and Sulky Racer.  Free shipping & personalization.","Horse Trophies, Equestrian Trophies, Jockey Trophies",1,1
section,52,95,6017D012-735A-4C4C-B9BF-50E7E8387A6D,Fishing,fishing,,,Fishing Trophies | Fisherman Trophies,"Unique Fishing, Fisherman, and Fish Trophies.  Great fishing trophies for the angler in your group.  Free shipping & personalization.","Fishing Trophies, Fisherman Trophies",1,1
section,54,95,A1EC30B4-3567-4F1C-90C9-3E18900E5CAD,Military/Patriotic,militarypatriotic,"Military trophies for Army, Navy, Air Force, Marines, National Guard, and more.&nbsp; Choose from a wide selection of awards including eagles, patriotic trophies, American Flag Trophies, and much more.<br />
<br />
All of our awards include free personalization and many are available with our 3 day TurboPartner Service so we can deliver in a hurry.<br />
<br />
Reward our servicemen and women with the respect they deserve with a beautiful award from TrophyPartner.com.",,Military Trophies | Patriotic Trophies | Army Trophies,"Army Military Trophies, Airforce, Navy, Patriotic, and Eagle American Flag Trophies.  Free shipping & personalization.  Rush service.","Military Trophies, Patriotic Trophies, Army Trophies",1,1
section,55,95,55854CF7-8989-4DB6-95DA-24390276E087,Motorcycle/Dirt Bike,motorcycledirt-bike,,,Motorcycle Trophies | Dirt Bike Trophies,Motorcycle Trophies and Dirt Bike Trophies are perfect for any racing event.  Free personalization included and free shipping.,"Motorcycle Trophies, Dirt Bike Trophies",1,1
section,56,95,68FE6C4E-6790-46C1-B612-01DE301296D4,First Responder | Fire  | Police ,first-responder-fire-police,"Our First Responder awards recognize those individuals on the front line that respond in an emergency and save lives and help the public.&nbsp;&nbsp;<br />
<br />
First Responder awards should be given annually for Police, Fire, EMS, EMT, Paramedics, Military Personnel, and Mental Health Workers to recognize the hard work of those that help us.<br />
<br />
Choose from a wide selection of police, fire, and EMS trophies and awards or custom design your own.",,First Responder | Police | Fire | EMS Trophies ,"Our First Responder awards recognize those individuals on the front line that respond in an emergency and save lives and help the public. First Responder awards should be given annually for Police, Fire, EMS, EMT, Paramedics, Military Personnel, and Mental Health Workers to recognize the hard work of those that help us. Choose from a wide selection of police, fire, and EMS trophies and awards or custom design your own.","First Responder, Fireman Trophies, Police Trophies, EMT Trophies, Fire Trophies,  EMS Awards, EMS Trophies",1,1
section,57,95,D0B2F5D9-11A4-4109-8232-9988C503FEE9,Religion/Spiritual,religionspiritual,,,Religion Trophies | Spiritual Awards | Vacation Bible School Awards,Unique Religion & Spiritual Trophies & Awards.  Praying hands and religious awards perfect for vacation bible school.  Free personalization.  ,"Religion Trophies, Spiritual Awards, Vacation Bible School Awards",1,1
section,58,94,E450DC5B-A873-4D5D-A812-A99249385529,Skiing,skiing,,,Skiing Trophies ,,Skiing Trophies,1,0
section,59,94,0B57118F-1CD9-4808-9AA8-A8AB4E37C23B,Squash,squash,,,Squash Trophies,Unique Squash Trophies and Awards.,Squash Trophies,1,0
section,60,94,DB36BA18-B486-4AC3-B822-9619C7D35731,Surfing,surfing,,,Surfing Trophies ,Unique Surfing Trophies and Awards.,Surfing Trophies ,1,0
section,61,94,BDCBB820-6CB7-407E-B33B-6F891EEEB5A9,Weightlifting,weightlifting,,,Weightlifting Trophies | Awards for Weightlifting,"Weightlifting Trophies & Awards for Weightlifting including barbell, deadlift bench press trophies.  Free personalization and free shipping.","Weightlifting Trophies, Awards for Weighlifting",1,1
section,62,94,A129C939-C564-4502-9E97-7993B8A2D4C0,Bodybuilding,bodybuilding,,,Bodybuilding Trophies | Bodybuilding Awards,Bodybuilding Trophies perfect for tournament events or individuals. Free shipping & personalization.  Rush service.,"Bodybuilding Trophies, Bodybuilding Awards",1,1
section,63,95,82F72A09-D030-4B48-805C-AB2D62ABFA20,Caregiver | Doctor | Medical,caregiver-doctor-medical,"Caregivers are important people to recognize.&nbsp; Whether it's a doctor, nurse, health care professional, first responder, medical professional, or anyone else that takes care of others, reward them with a beautiful trophy or award to thank them for going above and beyond for all of their hard work in looking after you.&nbsp;&nbsp;",,Caregiver Awards | Doctor Trophies | Medical Trophies ,"Caregiver Awards  include doctor trophies, medical awards, nurse trophies and other awards to recognize health care professionals and other caregivers who take care of us.  ","Caregiver Awards, Doctor Trophies, Medical Trophies, Nurse Trophies, Medical Awards",1,1
